model,utt_id,word_id,phone_id,phone,human_score,n_frames_c8,competitor_wins,speaker,any_accent,any_incorrect,any_insertion,extreme_speaker,pred,residual,abs_err,T1_alignment,T2_confusion,T3_accent,T4_context,T5_speaker,primary_type
E16,012280016,4,2,AH,0.0,172,True,1228,False,True,False,False,1.768367052078247,1.768367052078247,1.768367052078247,True,True,False,False,False,T2_confusion
E16,096080022,1,3,T,0.0,456,True,9608,False,True,False,True,1.7683498859405518,1.7683498859405518,1.7683498859405518,True,True,False,False,True,T2_confusion
E16,096330015,6,0,AH,0.0,248,False,9633,False,True,False,True,1.7671093940734863,1.7671093940734863,1.7671093940734863,True,True,False,False,True,T2_confusion
E16,096220003,4,4,N,0.0,216,True,9622,False,True,False,True,1.7627756595611572,1.7627756595611572,1.7627756595611572,True,True,False,False,True,T2_confusion
E16,096080003,7,1,AW,0.0,360,True,9608,False,True,False,True,1.759835720062256,1.759835720062256,1.759835720062256,True,True,False,False,True,T2_confusion
E16,004570374,4,1,AH,0.2,155,False,457,True,True,False,False,1.956601619720459,1.756601619720459,1.756601619720459,True,True,True,False,False,T2_confusion
E16,001120097,0,3,IY,0.2,170,True,112,True,True,False,False,1.9559407234191892,1.7559407234191893,1.7559407234191893,True,True,True,False,False,T2_confusion
E16,096010012,3,1,N,0.0,369,True,9601,False,True,False,True,1.755682349205017,1.755682349205017,1.755682349205017,True,True,False,False,True,T2_confusion
E16,096470014,0,5,IY,0.0,197,True,9647,False,True,False,True,1.7546838521957395,1.7546838521957395,1.7546838521957395,True,True,False,False,True,T2_confusion
E16,014040111,2,3,IH,0.0,277,True,1404,False,True,False,True,1.754571795463562,1.754571795463562,1.754571795463562,True,True,False,False,True,T2_confusion
E16,096470017,4,0,AH,0.0,320,False,9647,False,True,False,True,1.751270771026611,1.751270771026611,1.751270771026611,True,True,False,False,True,T2_confusion
E16,096310018,5,0,AH,0.0,274,False,9631,False,True,False,True,1.7496062517166138,1.7496062517166138,1.7496062517166138,True,True,False,False,True,T2_confusion
E16,069020059,6,1,AO,0.0,193,True,6902,False,True,False,True,1.748953342437744,1.748953342437744,1.748953342437744,True,True,False,False,True,T2_confusion
E16,000920002,0,2,L,0.2,148,True,92,True,True,False,False,1.9465312957763672,1.7465312957763672,1.7465312957763672,True,True,True,False,False,T2_confusion
E16,050170099,1,1,AH,0.0,193,False,5017,False,True,False,False,1.746519923210144,1.746519923210144,1.746519923210144,True,True,False,False,False,T2_confusion
E16,050170099,3,1,AH,0.0,193,False,5017,False,True,False,False,1.7445571422576904,1.7445571422576904,1.7445571422576904,True,True,False,False,False,T2_confusion
E16,096330005,1,1,IH,0.0,238,True,9633,False,True,False,True,1.7421462535858154,1.7421462535858154,1.7421462535858154,True,True,False,False,True,T2_confusion
E16,014040111,2,4,NG,0.0,277,True,1404,False,True,False,True,1.740922451019287,1.740922451019287,1.740922451019287,True,True,False,False,True,T2_confusion
